אָב|av
לְהֵיעָמֵד|lehe'amed
לְהַעֲמִיד|leha'amid
מוֹעֳמָד|mo'omad
לְעַמֵּד|le'amed
עִימּוּד|imud
עַמּוּד|amud
מַעֲמָד|ma'amad
עֲמִידָה|amida
עָמִיד|amid
עָמִידוּת|amidut
עֶמְדָּה|emda
מוֹעֳמָדוּת|mo'omadut
לְהִתְעַמֵּל|lehit'amel
הִתְעַמְּלוּת|hit'amlut
לַעֲמוֹל|la'amol
תַּעֲמוּלָה|ta'amula
עַם|am
לְעַמֵּם|le'amem
מוּעָם|mu'am
לַעֲמוֹם|la'amom
עָמוּס|amus
עוֹמֶס|omes
לְהַעֲמִיס|leha'amis
לַעֲמוֹס|la'amos
לְעַמְעֵם|le'am'em
לְהִתְעַמְעֵם|lehit'am'em
לְהַעֲמִיק|leha'amik
לְהִתְעַמֵּק|lehit'amek
עוֹמֶק|omek
עָמוֹק|amok
עֵמֶק|emek
לַעֲמוֹק|la'amok
עוֹמֶר|omer
לְהִתְעַמֵּר|lehit'amer
לְהִתְעַמֵּת|lehit'amet
לְעַמֵּת|le'amet
עִימּוּת|imut
לְעוּמַּת|le'umat
מַעֲמָת|ma'amat
עֲמוּתָּה|amuta
לַעֲנוֹב|la'anov
עֲנִיבָה|aniva
עִנְבָּר|inbar
לְעַנֵּג|le'aneg
לְהִתְעַנֵּג|lehit'aneg
תַּעֲנוּג|ta'anug
לַעֲנוֹד|la'anod
עֵז|ez
לַעֲנוֹת|la'anot
לְעַנּוֹת|le'anot
לְהִתְעַנּוֹת|lehit'anot
לְהֵיעָנוֹת|lehe'anot
עוֹנִי|oni
הֵיעָנוּת|he'anut
תַּעְנִית|ta'anit
מַעֲנֶה|ma'ane
עָנִי|ani
עִנְייָן|inyan
לְעַנְייֵן|le'anyen
לְהִתְעַנְייֵן|lehit'anyen
מְעַנְייֵן|me'anyen
לְהִתְעַנֵּן|lehit'anen
עָנָן|anan
לְהַעֲנִיק|leha'anik
עֲנָק|anak
לְהֵיעָנֵשׁ|lehe'anesh
לְהַעֲנִישׁ|leha'anish
עוֹנֶשׁ|onesh
לַעֲנוֹשׁ|la'anosh
לְעַסּוֹת|le'asot
עִיסּוּי|isuy
עָסִיס|asis
עֲסִיסִי|asisi
לְהִתְעַסֵּק|lehit'asek
לְהַעֲסִיק|leha'asik
עִסְקָה|iska
לַעֲסוֹק|la'asok
עִיסּוּק|isuk
עָסוּק|asuk
עֵסֶק|esek
הַעְפָּלָה|ha'apala
לְהַעְפִּיל|leha'apil
לְעַפְעֵף|le'af'ef
עַפְעַַף|af'af
עָפִיץ|afitz
עֲפִיצוּת|afitzut
עִיפָּרוֹן|iparon
לְהַעֲצִיב|leha'atziv
לְהֵיעָצֵב|lehe'atzev
לְעַצֵּב|le'atzev
עֶצֶב|etzev
עָצָב|atzav
עָצוּב|atzuv
עִיצּוּב|itzuv
לְהִתְעַצֵּב|lehit'atzev
מְעַצֵּב|me'atzev
לְהִתְעַצְבֵּן|lehit'atzben
לְעַצְבֵּן|le'atzben
עֵץ|etz
לְהִתְעַצֵּל|lehit'atzel
עָצֵל|atzel
עַצְלָן|atzlan
עַצְלָן|atzlan
עַצְלוּת|atzlut
מַעֲצָמָה|ma'atzama
לַעֲצוֹם|la'atzom
לְהֵיעָצֵם|lehe'atzem
לְהִתְעַצֵּם|lehit'atzem
עוֹצְמָה|otzma
עֶצֶם|etzem
עֶצֶם|etzem
עֲצוּמָה|atzuma
עַצְמִי|atzmi
עִיצּוּם|itzum
לְהַעֲצִים|leha'atzim
לַעֲצוֹר|la'atzor
לְהֵיעָצֵר|lehe'atzer
עָצִיר|atzir
מַעֲצָר|ma'atzar
עֲצֶרֶת|atzeret
עָצוּר|atzur
עֲצִירוּת|atzirut
עָקוֹב|akov
עָקֵב|akev
עָקֵב|akev
לַעֲקוֹב|la'akov
לַעֲקוֹד|la'akod
לְהִתְעַקֵּל|lehit'akel
לְעַקֵּל|le'akel
עִיקּוּל|ikul
עִיקּוּל|ikul
לְעַקֵּם|le'akem
לְהִתְעַקֵּם|lehit'akem
לְהֵיעָקֵף|lehe'akef
לַעֲקוֹף|la'akof
לַעֲקוֹץ|la'akotz
לְהֵיעָקֵץ|lehe'aketz
לְהֵיעָקֵר|lehe'aker
עִיקָּרוֹן|ikaron
עֶקְרוֹנִי|ekroni
לְעַקֵּר|le'aker
עִיקָר|ikar
לַעֲקוֹר|la'akor
לְהִתְעַקֵּשׁ|lehit'akesh
עִיקֵּשׁ|ikesh
עַקְשָׁן|akshan
הִתְעַקְּשׁוּת|hit'akshut
לַעֲרוֹב|la'arov
לְעָרֵב|le'arev
מַעֲרָב|ma'arav
עַרְבוּת|arvut
עֶרֶב|erev
עָרֵב|arev
עָרֵב|arev
מַעֲרָבָה|ma'arava
מַעֲרָבִי|ma'aravi
עֲרָבָה|arava
לְהִתְעָרֵב|lehit'arev
לְעַרְבֵּב|le'arbev
לְהִתְעַרְבֵּב|lehit'arbev
לְהִתְעַרְבֵּל|lehit'arbel
לְעַרְבֵּל|le'arbel
לְעַרְגֵּל|le'argel
מַעֲרָכוֹן|ma'arachon
לַעֲרוֹךְ|la'aroch
לְהֵיעָרֵךְ|lehe'arech
לְהַעֲרִיךְ|leha'arich
עֵרֶךְ|erech
הַעֲרָכָה|ha'aracha
מַעֲרָךְ|ma'arach
מַעֲרָכָה|ma'aracha
מַעֲרֶכֶת|ma'arechet
עֶרְכָּה|erka
תַּעֲרוּכָה|ta'arucha
עוֹרְלָה|orla
לַעֲרוֹם|la'arom
לְהֵיעָרֵם|lehe'arem
לְהַעֲרִים|leha'arim
עָרוֹם|arom
עָרוּם|arum
עֲרִימָה|arima
עֲרִיסָה|arisa
לְעַרְעֵר|le'ar'er
לְהִתְעַרְעֵר|lehit'ar'er
עִירְעוּר|ir'ur
לַעֲרוֹף|la'arof
עוֹרֶף|oref
לְעַרְפֵּל|le'arpel
עֲרָפֶל|arafel
לְהַעֲרִיץ|leha'aritz
עָרִיץ|aritz
לְהֵיעָרֵץ|lehe'aretz
הַעֲרָצָה|ha'aratza
לַעֲרוֹק|la'arok
לַעֲרוֹר|la'aror
עוֹרְרִין|orerin
לְעַשֵּׂב|le'asev
עֵשֶׂב|esev
לַעֲשׂוֹת|la'asot
תַּעֲשִׂייָּה|ta'asiya
לְהֵיעָשׂוֹת|lehe'asot
עָשׂוּי|asuy
מַעֲשֶׂה|ma'ase
לְעַשּׂוֹת|le'asot
מְעוּשֶּׂה|me'use
תַּעֲשִׂייָּתִי|ta'asiyati
תַּעֲשִׂייָּן|ta'asiyan
לְעַשֵּׁן|le'ashen
עִישּׁוּן|ishun
עָשָׁן|ashan
מְעוּשָּׁן|me'ushan
לַעֲשׁוֹק|la'ashok
לְהַעֲשִׁיר|leha'ashir
לְהִתְעַשֵּׁר|lehit'asher
עֲשִׂירִי|asiri
עָשׂוֹר|asor
לְעַשֵּׂר|le'aser
עָשִׁיר|ashir
עוֹשֶׁר|osher
לְהִתְעַשֵּׁת|lehit'ashet
עָתִיד|atid
עָתִיד|atid
לְהִתְעַתֵּד|lehit'ated
עִיתּוּי|ituy
הֶעְתֵּק|he'etek
לְהַעְתִּיק|leha'atik
עַתִּיק|atik
תַּעְתִּיק|ta'atik
לְהֵיעָתֵק|lehe'atek
עוֹתֵר|oter
לַעֲתוֹר|la'ator
לְהֵיעָתֵר|lehe'ater
לְהַעֲתִיר|leha'atir
לְהַעֲתִיר|leha'atir
עֲתִירָה|atira
עֵת|et
עִיתּוֹן|iton
עִיתּוֹנַאי|itonay
עִיתּוֹנוּת|itonut
עִיתּוֹנָאוּת|itona'ut
עַתָּה|ata
לְפָאֵר|lefa'er
לְהִתְפָּאֵר|lehitpa'er
תִּפְאֶרֶת|tif'eret
פְּאֵר|pe'er
לְהַפְגִּיז|lehafgiz
פָּגָז|pagaz
פְּגִימָה|pgima
פָּגוּם|pagum
לְהִיפָּגֵם|lehipagem
פִּיגּוּם|pigum
פְּגָם|pgam
לִפְגּוֹם|lifgom
לְהַפְגִּין|lehafgin
הַפְגָּנָה|hafgana
לְהִיפָּגֵעַ|lehipagea
פְּגִיעָה|pgi'a
פִּיגּוּעַ|pigua
לִפְגּוֹעַ|lifgoa
לְהַפְגִּיעַ|lehafgia
לִפְגּוֹר|lifgor
לְפַגֵּר|lefager
פִּיגּוּר|pigur
מְפַגֵּר|mefager
לְהִתְפַּגֵּר|lehitpager
לִפְגּוֹשׁ|lifgosh
לְהִיפָּגֵשׁ|lehipagesh
לְהַפְגִּישׁ|lehafgish
פְּגִישָׁה|pgisha
פָּגוֹשׁ|pagosh
לְהִתְפַדֵּחַ|lehitfadeach
לְהִיפָּדוֹת|lehipadot
לִפְדּוֹת|lifdot
פְּדוּת|pdut
לְפַדֵּר|lefader
לְהִתְפַּדֵּר|lehitpader
פֶּה|pe
פֹּה|po
לְפַהֵק|lefahek
לָפוּג|lafug
לְהָפִיג|lehafig
לְהִתְפּוֹגֵג|lehitpogeg
לְהָפִיחַ|lehafiach
פּוֹל|pol
פּוֹלִיטִיקָה|politika
פּוּנְדָּק|pundak
פּוּנְדְּקָאוּת|pundeka'ut
פּוּנְדְּקַאי|pundekay
פּוּנְדְּקָאִית|pundeka'it
לְהָפִיץ|lehafitz
נָפוֹץ|nafotz
הֲפָצָה|hafatza
לְהִיפֵּץ|lehipetz
לְהִיפּוֹץ|lehipotz
לָפוּץ|lafutz
לְהָפִיק|lehafik
תְּפוּקָה|tfuka
לְפוֹרֵר|leforer
לְהִתְפּוֹרֵר|lehitporer
לִפְזוֹל|lifzol
לְפַזֵּם|lefazem
פִּזְמוֹן|pizmon
לְהִתְפַּזֵּר|lehitpazer
לְפַזֵּר|lefazer
לִפְחוֹד|lifchod
לְהַפְחִיד|lehafchid
לְפַחֵד|lefached
פַּחַד|pachad
פַּחְדָן|pachdan
לִפְחוֹז|lifchoz
לְפַחֵם|lefachem
לְהִתְפַּחֵם|lehitpachem
לִפְחוֹס|lifchos
לִפְחוֹת|lifchot
לְהַפְחִית|lehafchit
פָּחוֹת|pachot
פִּיחוּת|pichut
פְּחִיתוּת|pchitut
לְפַטֵּם|lefatem
לְהִתְפַּטֵּם|lehitpatem
לְפַטְפֵּט|lefatpet
לְהִיפָּטֵר|lehipater
לְפַטֵּר|lefater
פָּטוּר|patur
פְּטוֹר|ptor
לְהִתְפַּטֵּר|lehitpater
לִפְטוֹר|liftor
לְהַפְטִיר|lehaftir
פְּטִירָה|ptira
פַּטִּישׁ|patish
לְפַייֵּחַ|lefayeach
פִּיל|pil
פִילוֹסוֹפְיָה|filosofya
לְהִתְפַּייֵּס|lehitpayes
לְפַייֵּס|lefayes
הִתְפַּייְּסוּת|hitpaysut
פִּיּוּס|piyus
מֵפִיק|mefik
לְהִתְפַּכֵּחַ|lehitpakeach
פִּיכֵּחַ|pikeach
לְפַכּוֹת|lefakot
לְהִתְפַּלֵּא|lehitpale
לְהַפְלִיא|lehafli
פֶּלֶא|pele
לְהִיפָּלֵא|lehipale
נִפְלָא|nifla
פָלָאפֶל|falafel
לְפַלֵּג|lefaleg
לְהִתְפַּלֵּג|lehitpaleg
לְהַפְלִיג|lehaflig
פְּלוּגָּה|pluga
מִפְלָגָה|miflaga
הִתְפַּלְּגוּת|hitpalgut
פִּילּוּג|pilug
פְּלָדָה|plada
לְפַלֵּחַ|lefaleach
פֶּלַח|pelach
לִפְלוֹחַ|lifloach
פָּלִיט|palit
לְהִיפָּלֵט|lehipalet
לִפְלוֹט|liflot
לְהַפְלִיט|lehaflit
פֶּלֶט|pelet
לְהַפְלוֹת|lehaflot
הַפְלָיָה|haflaya
אַפְלָיָה|aflaya
פֶּלֶךְ|pelech
לְהַפְלִיל|lehaflil
לְפַלֵּל|lefalel
לְהִתְפַּלֵּל|lehitpalel
פְּלִילִי|plili
תְּפִילָּה|tfila
מִפְלָס|miflas
לְפַלֵּס|lefales
לְהִתְפַּלְסֵף|lehitpalsef
לְפַלְפֵּל|lefalpel
לְהִתְפַּלְפֵּל|lehitpalpel
לְהַפְלִיץ|lehaflitz
מִפְלֶצֶת|mifletzet
לִפְלַרְטֵט|liflartet
לִפְלוֹשׁ|liflosh
לְהִתְפַּלֵּשׁ|lehitpalesh
פָּמוֹט|pamot
לְפַמְפֵּם|lefampem
פֶּן|pen
פָּן|pan
פְּנַאי|pnay
פֶּנְדֶּל|pendel
מְפוּנְטָז|mefuntaz
לְפַנְטֵז|lefantez
לִפְנוֹת|lifnot
לְהִיפָּנוֹת|lehipanot
לְפַנּוֹת|lefanot
לְהַפְנוֹת|lehafnot
פָּנוּי|panuy
פִּינּוּי|pinuy
פְּנִיָּה|pniya
לְהִתְפַּנּוֹת|lehitpanot
פְּנִייָּה|pniya
פָּנִים|panim
פְּנִים|pnim
לְהַפְנִים|lehafnim
פְּנִימִי|pnimi
פְּנִים|pnim
פְּנִימָה|pnima
פְּנִינָה|pnina
פָּנָס|panas
לְפַנֵּק|lefanek
לְהִתְפַּנֵּק|lehitpanek
פִּינּוּק|pinuk
פִּנְקָס|pinkas
פִּסְגָּה|pisga
לְהַפְסִיד|lehafsid
הֶפְסֵד|hefsed
נִפְסָד|nifsad
לִפְסוֹחַ|lifsoach
לְהִיפָּסֵחַ|lehipaseach
פְּסִיכוֹלוֹגְיָה|psichologya
לְפַסֵּל|lefasel
לְהִיפָּסֵל|lehipasel
פֶּסֶל|pesel
פְּסוֹלֶת|psolet
מַפְסֶלֶת|mafselet
פַּסָּל|pasal
פָּסוּל|pasul
לִפְסוֹל|lifsol
פִּיסּוּל|pisul
פְּסַנְתֵּר|psanter
פַּס|pas
לִפְסוֹעַ|lifsoa
פְּסִיעָה|psi'a
לְפַסְפֵס|lefasfes
לְהִתְפַסְפֵס|lehitfasfes
לְהִיפָּסֵק|lehipasek
לְהַפְסִיק|lehafsik
הַפְסָקָה|hafsaka
הֶפְסֵק|hefsek
פְּסִיק|psik
פְּסָק|psak
פֶּסֶק|pesek
מַפְסֵק|mafsek
מַפְסִיק|mafsik
לִפְסוֹק|lifsok
פִּסְקָה|piska
פָּעוֹט|pa'ot
לִפְעוֹת|lif'ot
פְּעִילוּת|pe'ilut
לִפְעוֹל|lif'ol
לְהַפְעִיל|lehaf'il
פְּעוּלָּה|pe'ula
פָּעִיל|pa'il
פּוֹעַל|po'al
מִפְעָל|mif'al
פְּעַלְתָּן|pe'altan
פּוֹעֵל|po'el
פָּעִיל|pa'il
לְהִתְפַּעֵל|lehitpa'el
לְהִתְפַּעֵם|lehitpa'em
פַּעֲמוֹן|pa'amon
לִפְעוֹם|lif'om
לְהִיפָּעֵם|lehipa'em
לְהַפְעִים|lehaf'im
פַּעַם|pa'am
לְפַעֵם|lefa'em
לְפַעְנֵחַ|lefa'aneach
לְפַעְפֵּעַ|lefa'apea
פַּעַר|pa'ar
לִפְעוֹר|lif'or
לְהִיפָּעֵר|lehipa'er
לְפַצֵּחַ|lefatzeach
לִפְצוֹת|liftzot
לְפַצּוֹת|lefatzot
פִּיצּוּי|pitzuy
לְפַצֵּל|lefatzel
לְהִתְפַּצֵּל|lehitpatzel
לְהִיפָּצֵעַ|lehipatzea
לִפְצוֹעַ|liftzoa
פָּצוּעַ|patzua
לְהַפְצִיעַ|lehaftzia
פְּצִיעָה|ptzi'a
לְפַצְפֵּץ|lefatzpetz
לְהִתְפַּצְפֵּץ|lehitpatzpetz
לְפוֹצֵץ|lefotzetz
פְּצָצָה|ptzatza
לְהַפְצִיץ|lehaftzitz
לְהִתְפּוֹצֵץ|lehitpotzetz
לְהַפְצִיר|lehaftzir
לְהִיפָּקֵד|lehipaked
לְפַקֵּד|lefaked
לְהַפְקִיד|lehafkid
לִפְקוֹד|lifkod
פְּקוּדָּה|pkuda
תַּפְקִיד|tafkid
לְהִתְפַּקֵּד|lehitpaked
פָּקִיד|pakid
מִפְקָד|mifkad
פָקוּלְטָה|fakulta
לִפְקוֹחַ|lifkoach
לְהִיפָּקֵחַ|lehipakeach
לְפַקֵּחַ|lefakeach
לְהִתְפַּקֵּחַ|lehitpakeach
פָּקוּחַ|pakuach
פִּיקּוּחַ|pikuach
פִּיקֵּחַ|pikeach
לְפַקְסֵס|lefakses
לְהַפְקִיעַ|lehafkia
לְהִתְפַּקֵּעַ|lehitpakea
לִפְקוֹעַ|lifkoa
לְפַקְפֵּק|lefakpek
פִּיקְפּוּק|pikpuk
פִּיקָּה|pika
פַּקֶּקֶת|pakeket
פְּקָק|pkak
לְהַפְקִיר|lehafkir
לְהִתְפַקְשֵׁשׁ|lehitfakshesh
פַּר|par
פֶּרְגּוֹלָה|pergola
לְפַרְגֵּן|lefargen
פָּרוּד|parud
לְהַפְרִיד|lehafrid
לְהִיפָּרֵד|lehipared
פְּרֵידָה|preda
הַפְרָדָה|hafrada
נִפְרָד|nifrad
פֶּרֶד|pered
פָּרָה|para
פַּרְווָר|parvar
פֵּרוּק|peruk
לְפָרֵז|lefarez
לְהַפְרִיז|lehafriz
פִּירְזוּל|pirzul
לִפְרוֹחַ|lifroach
לְהַפְרִיחַ|lehafriach
פֶּרַח|perach
פְּרִיחָה|pricha
אֶפְרוֹחַ|efroach
תַּפְרִיט|tafrit
פְּרִיט|prit
פְּרָטִי|prati
לְהִיפָּרֵט|lehiparet
לְפָרֵט|lefaret
פְּרָט|prat
לְהַפְרִיט|lehafrit
הַפְרָטָה|hafrata
לִפְרוֹט|lifrot
לִפְרוֹת|lifrot
לְהַפְרוֹת|lehafrot
הַפְרָיָה|hafraya
פִּרְיוֹן|piryon
פְּרִי|pri
לְהַפְרִיךְ|lehafrich
לְפָרֵךְ|lefarech
פֶּרֶךְ|perech
לְפַרְכֵּס|lefarkes
לְהִתְפַּרְכֵּס|lehitparkes
לְהִיפָּרֵם|lehiparem
פֶּרֶם|perem
לִפְרוֹם|lifrom
פַּרְנָסָה|parnasa
פַּרְנָס|parnas
לְהִתְפַּרְנֵס|lehitparnes
לְפַרְנֵס|lefarnes
לִפְרוֹס|lifros
לְהִיפָּרֵס|lehipares
לְהִתְפָּרֵס|lehitpares
פְּרָס|pras
פְּרִיסָה|prisa
לְהִתְפַּרְסֵם|lehitparsem
לְפַרְסֵם|lefarsem
פִּירְסוּם|pirsum
פִּירְסוֹמֶת|pirsomet
פִּירְסוֹמֶת|pirsomet
מְפוּרְסָם|mefursam
לְהִתְפָּרֵעַ|lehitparea
לְהַפְרִיעַ|lehafria
לִפְרוֹעַ|lifroa
לְהִיפָּרֵעַ|lehiparea
לִפְרוֹף|lifrof
לְהִתְפַּרְפֵּר|lehitparper
לְפַרְפֵּר|lefarper
פַּרְפָּר|parpar
לִפְרוֹץ|lifrotz
לְהִיפָּרֵץ|lehiparetz
מִפְרָץ|mifratz
פְּרִיצָה|pritza
פֶּרֶץ|peretz
לְהִתְפָּרֵץ|lehitparetz
פָּרוּץ|parutz
פַּרְצוּף|partzuf
לְפָרֵק|lefarek
לְהִתְפָּרֵק|lehitparek
פֶּרֶק|perek
מִפְרָק|mifrak
לִפְרוֹק|lifrok
לְהִיפָּרֵק|lehiparek
פָּרִיק|parik
פֵּירוּק|peruk
לְפַרְקֵד|lefarked
פְּרַקְלִיט|praklit
לְהִתְפּוֹרֵר|lehitporer
לְפוֹרֵר|leforer
הֲפָרָה|hafara
לְהָפֵר|lehafer
לְפוֹרֵר|leforer
פֵּירוּשׁ|perush
לְהַפְרִישׁ|lehafrish
לְפָרֵשׁ|lefaresh
לְהִיפָּרֵשׂ|lehipares
פָּרָשׁ|parash
הֶפְרֵשׁ|hefresh
מִפְרָשׂ|mifras
לְהִתְפָּרֵשׁ|lehitparesh
לִפְרוֹשׁ|lifrosh
לִפְרוֹשׂ|lifros
פַּרְשָׁן|parshan
פַּרְשָׁנוּת|parshanut
לְפַרְשֵׁן|lefarshen
לְפַשֵּׁט|lefashet
פָּשׁוּט|pashut
הַפְשָׁטָה|hafshata
לְהַפְשִׁיט|lehafshit
לִפְשׁוֹט|lifshot
לְהִיפָּשֵׁט|lehipashet
לְהִתְפַּשֵּׁט|lehitpashet
לִפְשׂוֹת|lifsot
לְהִתְפַשֵּׁל|lehitfashel
לְהַפְשִׁיל|lehafshil
לְפַשֵּׁל|lefashel
לִפְשׁוֹעַ|lifshoa
לְפַשְׁפֵּשׁ|lefashpesh
פִּישְׁפֵּשׁ|pishpesh
לִפְשׁוֹק|lifshok
לִפְשׂוֹק|lifsok
לְפַשֵּׂק|lefasek
לְפַשֵּׁר|lefasher
לְהִתְפַּשֵּׁר|lehitpasher
לְהַפְשִׁיר|lehafshir
פְּשָׁרָה|pshara
פּוֹשֵׁר|posher
פִּתְאוֹמ|pit'om
פִּתְאוֹמִי|pit'omi
הִתְפַּתְּחוּת|hitpatchut
פִּיתּוּחַ|pituach
לְהִיפָּתֵחַ|lehipateach
לְפַתֵּחַ|lefateach
לְהִתְפַּתֵּחַ|lehitpateach
פֶּתַח|petach
פְּתִיחָה|pticha
מַפְתֵּחַ|mafteach
פָּתוּחַ|patuach
לִפְתּוֹחַ|liftoach
לְפַתּוֹת|lefatot
פִּיתּוּי|pituy
לְהִתְפַּתּוֹת|lehitpatot
פִּיתָּיוֹן|pitayon
לְפַתֵּל|lefatel
לְהִתְפַּתֵּל|lehitpatel
פִּיתּוּל|pitul
פְּתִיל|ptil
לְהַפְתִּיעַ|lehaftia
הַפְתָּעָה|hafta'a
פֶּתַע|peta
פֶּתֶק|petek
לִפְתּוֹר|liftor
לְהִיפָּתֵר|lehipater
פִּתְרוֹן|pitron
פִּיתָּה|pita
פַּת|pat
צֹאן|tzon
צֶאֱצָא|tze'etza
לְהַצְבִּיא|lehatzbi
צָבָא|tzava
צַב|tzav
לִצְבּוֹט|litzbot
לְהִיצָּבֵט|lehitzavet
צִבְעוֹנִי|tziv'oni
צֶבַע|tzeva
לִצְבּוֹעַ|litzboa
לְהִיצָּבֵעַ|lehitzavea
לְהַצְבִּיעַ|lehatzbia
צַבָּע|tzaba
אֶצְבַּע|etzba
לִצְבּוֹר|litzbor
לְהִיצָּבֵר|lehitzaver
לְהִצְטַבֵּר|lehitztaber
מַצְבֵּר|matzber
צִיבּוּר|tzibur
צִיבּוּרִי|tziburi
צְבָת|tzvat
צַד|tzad
לְצַדֵּד|letzaded
לְהַצְדִּיעַ|lehatzdia
הַצְדָּעָה|hatzda'a
לְהִצְטַדֵּק|lehitztadek
לִצְדּוֹק|litzdok
לְהַצְדִּיק|lehatzdik
צְדָקָה|tzdaka
הַצְדָּקָה|hatzdaka
צֶדֶק|tzedek
צַדִּיק|tzadik
צַדִּיק|tzadik
מוּצְדָּק|mutzdak
צְהַבְהַב|tzehavhav
לְהַצְהִיב|lehatzhiv
צָהוֹב|tzahov
לִצְהוֹל|litzhol
צוֹהֳרַייִם|tzohorayim
לְהַצְהִיר|lehatzhir
הַצְהָרָה|hatzhara
צוֹהֳרַייִם|tzohorayim
צוֹהַר|tzohar
לָצוּד|latzud
לְהִיצּוֹד|lehitzod
צָווָאר|tzavar
לִצְווֹחַ|litzvoach
לְצַווֵּחַ|letzaveach
לְהִצְטַוּוֹת|lehitztavot
מִצְווָה|mitzva
צַו|tzav
לְצַוּוֹת|letzavot
צִיוּוּי|tzivuy
צוֹל|tzol
מְצוּלָה|metzula
לָצוּם|latzum
צוֹם|tzom
לָצוּף|latzuf
לְהָצִיף|lehatzif
הֲצָפָה|hatzafa
לְהָצִיץ|lehatzitz
הֲצָצָה|hatzatza
לָצוּץ|latzutz
לְהָצִיק|lehatzik
מְצוּקָה|metzuka
הֲצָקָה|hatzaka
מָצוֹר|matzor
צוּרָה|tzura
לָצוּר|latzur
צֶווֶת|tzevet
צַח|tzach
לְצַחְצֵחַ|letzachtzeach
לִצְחוֹק|litzchok
לְהַצְחִיק|lehatzchik
צְחוֹק|tzchok
לְצַחֵק|letzachek
לְצַחְקֵק|letzachkek
לְצַטֵּט|letzatet
צִי|tzi
לְצַייֵּד|letzayed
לְהִצְטַייֵּד|lehitztayed
צִיּוּד|tziyud
לְצַייֵּן|letzayen
לְהִצְטַייֵּן|lehitztayen
מְצוּיָּן|metzuyan
צִינּוֹר|tzinor
צִינִי|tzini
צִינִיּוּת|tziniyut
צִיפּוֹרֶן|tziporen
צִיפּוֹרֶן|tziporen
צִיפּוֹרֶן|tziporen
לְצַייֵּץ|letzayetz
צִיּוּץ|tziyutz
לְהִצְטַייֵּר|lehitztayer
צַייָּר|tzayar
לְצַייֵּר|letzayer
צִיּוּר|tziyur
צַייְתָן|tzaytan
לְצַייֵּת|letzayet
צַלְבָן|tzalvan
צְלָב|tzlav
לְהִצְטַלֵּב|lehitztalev
לְהַצְלִיב|lehatzliv
הִצְטַלְּבוּת|hitztalvut
הַצְלָחָה|hatzlacha
מוּצְלָח|mutzlach
לִצְלוֹחַ|litzloach
לְהַצְלִיחַ|lehatzliach
צַלַּחַת|tzalachat
לְהִיצָּלוֹת|lehitzalot
